Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Stephenson,588,Germany,Female,35,1,122486.47,1,1,0,179866.01,1
Sanders,516,France,Male,33,7,121461.87,1,1,1,11205.5,0
Chung,569,France,Male,28,7,130806.99,2,1,0,73977.23,0
Calabresi,558,France,Male,35,1,138306.34,2,0,0,111687.57,0
Carvosso,688,Germany,Female,40,8,72309.3,2,0,1,196226.38,0
Iweobiegbunam,812,France,Male,24,10,136556.44,2,1,1,156906.15,0
Gibson,754,Spain,Male,39,7,110597.76,2,1,0,133600.89,1
McDonald,434,Germany,Male,55,8,123757.52,2,1,0,96405.88,1
Marcum,684,Germany,Male,37,4,80673.96,2,1,1,52367.29,0
Scannell,764,Spain,Female,48,1,157791.07,1,1,0,158323.81,1
Weigel,509,France,Male,18,7,69434.4,1,1,0,171770.58,0
Soares,635,France,Female,72,4,130652.52,1,0,1,27448.33,0
Sauve,587,France,Female,46,6,142316.14,1,0,0,70224.34,0
Challis,591,France,Female,42,10,106922.92,2,0,0,171099.22,0
Mirams,839,Spain,Female,33,10,123378.2,1,1,0,62674.42,0
Bishop,647,Spain,Male,28,6,108269.37,2,1,0,102325.19,0
Garner,633,France,Male,31,1,150956.71,1,1,0,48606.71,0
Brownless,711,France,Male,38,10,135309.36,2,0,0,53311.78,0
Davey,611,France,Male,68,5,155973.88,2,1,1,146448.01,0
Hanna,620,France,Male,36,8,132835.56,2,1,1,145937.99,0
Chizoba,788,Spain,Male,36,10,135133.39,1,1,1,16149.13,0
Peacock,601,Germany,Female,47,1,99906.89,1,1,1,57553.02,0
Bezrukov,786,Spain,Male,29,7,112392.45,2,1,0,64945.57,0
K'ung,668,Germany,Male,37,10,122031.55,2,1,1,159585.61,0
Shih,762,Spain,Male,39,2,111096.91,1,1,1,18719.67,0
Dunn,665,Germany,Female,45,5,160416.56,2,1,0,51871.95,1
Milanesi,850,France,Male,38,5,153804.44,2,1,0,16491.64,0
Onwumelu,633,France,Male,38,2,115924.89,2,1,1,107673.35,0
Pinto,695,Germany,Male,52,8,153644.39,1,1,1,22485.64,0
Alvares,721,France,Male,54,5,88977.39,2,1,1,4493.12,0
Chu,820,Germany,Male,39,9,103133.26,1,1,0,16770.31,1
Wright,730,France,Male,33,0,109106.8,2,1,0,1474.79,0
Thompson,507,Spain,Male,32,7,118894.22,2,1,0,67926.18,0
H?,554,France,Male,24,10,122568.05,1,0,0,92180.62,0
Buccho,526,Spain,Male,35,5,115462.02,2,1,1,105618.14,0
Obioma,775,Germany,Female,77,6,81877.38,1,1,0,37836.64,0
Chiang,512,Spain,Female,35,5,149144.61,1,1,1,18785.48,0
Gannon,608,Spain,Male,27,4,116363.37,1,1,1,199953.33,0
Chuang,591,Spain,Female,27,5,171848.38,1,0,1,162501.83,1
Miller,705,France,Female,31,3,70349.48,1,0,0,182528.44,0
Lupton,609,Spain,Male,34,7,61211.18,2,1,0,46266.63,0
Lay,628,Spain,Male,42,7,72945.29,2,0,1,172967.87,0
Chia,790,Spain,Male,46,8,141604.76,1,0,0,139266.48,1
Ugoji,680,Germany,Male,34,6,105021.28,1,1,0,67142.97,1
Fallaci,638,Germany,Female,41,9,168165.84,1,1,0,73979.85,1
Chu,499,Germany,Female,55,4,188241.05,2,1,0,123269.71,0
Genovese,696,Germany,Female,27,2,176166.56,2,1,1,5983.7,0
Giordano,613,Germany,Female,50,5,66079.45,2,1,0,12493.61,0
Chineze,701,Spain,Male,26,5,78249.53,1,0,1,59195.05,0
Ts'ui,661,Germany,Female,47,0,100988.39,1,0,0,188324.01,1
Sinclair,581,France,Male,37,7,83555.58,2,1,1,74320.75,0
Kelly,635,Spain,Male,38,0,130404.92,1,0,0,158344.63,0
Marshall,642,France,Male,32,3,157098.52,2,1,1,88698.83,0
Graham,554,Germany,Female,51,7,80844.69,1,0,1,179797.79,1
Wilson,530,Spain,Female,36,7,133379.41,2,1,0,80619.09,0
Ingram,624,France,Male,36,6,106520.73,2,0,0,84635.64,0
Chikelu,513,France,Male,40,3,140431.98,1,1,0,105028.46,0
Thomas,445,France,Male,64,2,143500.82,1,0,1,43678.06,0
Millar,480,France,Male,40,6,118028.35,1,0,1,79329.7,0
Cocci,687,France,Male,38,9,148042.97,1,1,1,35608.88,0
Chung,597,France,Female,33,6,132603.36,2,0,0,74850.84,0
Mazzanti,592,Spain,Male,55,8,133214.13,2,1,1,128918.42,0
Oluchukwu,795,France,Male,32,2,123067.63,1,1,1,198317.23,0
Wood,551,Spain,Male,27,2,102289.85,1,1,1,85129.77,1
Fanucci,785,France,Male,28,8,98241.04,2,1,0,77231.27,0
Trevisano,809,Germany,Male,41,1,129431.36,2,1,0,165675.01,0
Mills,716,France,Female,35,8,108528.07,1,0,1,17848.3,0
Venables,548,Spain,Male,44,8,68639.57,1,1,0,16989.77,0
Morrison,495,France,Male,47,10,136925.09,1,1,0,71071.47,0
Nkemjika,850,Germany,Male,28,2,116121.67,2,1,1,35337.31,0
Chidiegwu,667,Germany,Female,39,4,92053.44,2,1,0,118358.54,0
Harding,676,France,Female,34,8,87541.06,1,1,0,91817.38,1
Zubarev,570,France,Female,43,9,103515.39,2,0,1,11417.26,0
Larionova,612,Germany,Female,62,8,98088.09,1,1,0,193437.89,1
Stephenson,420,Germany,Female,34,1,73314.04,1,0,0,149471.13,1
Jacka,593,Spain,Female,46,2,114552.6,1,1,1,54453.72,0
Hayward,695,France,Male,43,1,73494.21,1,1,1,101141.28,0
Balashov,537,Germany,Male,48,4,78833.15,1,1,0,166476.95,1
Pennington,633,France,Male,40,4,82259.29,1,0,1,34670.62,1
Iroawuchi,491,Spain,Female,61,8,73218.89,2,0,1,139861.53,0
Lombardo,554,Spain,Male,26,8,77599.23,1,1,1,177966.24,0
Shah,604,Spain,Male,40,5,136712.91,1,0,1,113581.85,0
Boni,634,Germany,Female,59,3,147107.91,1,0,0,97939.4,1
P'eng,594,Germany,Male,41,2,138227.19,2,1,1,42050.24,0
Donaldson,733,Spain,Female,32,5,137774.11,2,1,0,131625.14,0
Tsou,850,Germany,Female,39,5,148843.56,1,1,0,99689.48,0
Keane,687,France,Male,38,0,169832.57,1,0,1,137276.83,0
Shen,659,Germany,Male,48,4,98268.84,2,1,0,82469.06,1
Biryukov,706,Germany,Female,39,8,93012.89,1,0,1,6723.66,0
McIntyre,702,Spain,Male,32,8,124192.28,1,1,1,126082.18,0
Kennedy,674,Spain,Male,39,6,120481.69,1,0,0,100130.95,0
Liu,849,Germany,Male,41,10,75681.52,1,1,1,198072.16,0
Marcelo,819,France,Female,39,9,135795.63,1,1,0,27046.46,1
Chin,549,France,Female,25,5,96645.54,2,0,0,190857.79,0
Jamieson,526,France,Male,32,7,115988.86,1,0,0,86786.41,0
Kerr,760,France,Male,38,6,83459.86,1,1,0,91098.76,1
Manning,663,Germany,Male,42,7,133705.74,1,1,0,19862.78,0
Butusov,797,France,Female,46,8,110976.23,1,0,0,162668.33,0
Nott,581,France,Male,41,8,146758.24,2,0,0,29737.14,0
Nnonso,529,France,Male,42,1,104631.67,1,1,1,82276.62,0
Bowhay,593,France,Male,43,9,132951.92,2,1,1,76357.43,0
Chidi,662,Spain,Male,37,4,193125.85,1,1,0,48930.8,0
Moody,790,Spain,Male,29,3,50880.98,2,1,1,189777.66,0
Lindon,630,Germany,Female,25,7,122359.5,1,1,0,93524.22,0
Duncan,587,France,Male,42,1,155978.17,1,0,0,123006.91,0
Udinesi,541,France,Male,37,9,170061.92,1,0,1,148814.54,0
Nicholls,620,France,Female,29,3,106957.28,2,0,1,153392.28,0
Murray,598,Spain,Male,27,8,119654.44,2,1,0,109296.18,0
Onyemauchechukwu,627,France,Male,73,0,139422.37,1,0,1,43615.67,0
Emery,554,Spain,Female,27,4,138207.08,2,1,1,135083.73,0
McCall,627,Spain,Male,44,6,68193.72,1,1,1,114469.55,0
Cattaneo,689,Germany,Male,45,0,154483.98,2,1,0,150856.38,0
Diehl,603,France,Male,30,8,110777.26,2,1,1,47536.46,0
Chiganu,667,Germany,Female,33,4,127421.78,2,1,0,69011.66,0
McMillan,687,France,Female,36,4,126683.8,1,0,1,63185.05,0
Pai,669,Spain,Male,29,9,83132.09,1,1,1,93901.61,0
Pagnotto,664,France,Male,57,1,150905.03,2,1,1,56562.57,0
Rhodes,668,Spain,Male,34,0,111911.63,1,0,0,99984.86,0
Wilson,638,Germany,Female,37,7,100900.5,2,1,0,158610.89,0
Wilkes,791,Germany,Male,31,1,156297.58,1,0,0,96546.55,0
Meng,563,France,Female,32,0,129177.01,1,1,0,191604.27,1
Chiang,724,Germany,Male,30,7,72783.42,1,1,0,15216.53,0
Daniels,636,Germany,Female,29,3,151226.18,1,0,1,131924.38,0
Russell,699,Germany,Female,54,3,40169.88,1,1,1,155905.79,1
Sharpe,499,France,Male,60,7,101583.11,2,1,1,83643.87,0
Vasilieva,748,Germany,Female,27,2,174185.98,1,1,1,131662.47,0
Graham,516,Spain,Female,31,3,92242.34,2,1,0,124202.26,0
Dean,723,France,Female,35,0,141989.27,2,0,1,61290.99,0
Nkemakolam,584,France,Male,35,6,90450,2,1,1,148238.16,0
Ibezimako,769,Germany,Male,43,4,123948.85,2,1,1,87537.32,0
Yefimov,768,Germany,Male,48,3,165350.61,1,1,1,24533.89,1
Bruno,635,Spain,Female,38,1,123674.28,2,1,0,90605.05,0
Green,662,France,Female,39,5,107594.11,1,0,0,19596.73,0
Sung,692,Germany,Female,41,8,122311.21,1,1,0,59354.24,1
Arbour,577,Spain,Male,51,2,136188.78,1,0,0,140800.66,1
Ekwueme,652,Spain,Female,42,3,71281.29,2,1,0,37914.12,0
Swift,741,France,Male,32,8,113690.83,2,1,0,143598.7,0
Chiefo,785,France,Male,55,5,104533.24,2,1,1,7008.65,0
Duncan,710,Spain,Female,36,8,131160.85,2,0,0,83206.19,0
Buccho,770,Germany,Female,46,5,125682.79,2,0,0,164967.21,0
Udinese,793,France,Male,56,8,165298.12,2,1,0,29880.99,0
Olejuru,784,Spain,Male,35,3,130013.12,2,0,0,81483.64,0
Ch'iu,531,Spain,Female,36,9,71264.02,1,1,0,123137.01,0
Hackett,679,Germany,Female,50,6,104753.84,2,1,1,184017.98,0
Tsai,551,Spain,Male,32,4,148283.94,2,1,0,53420.53,0
Azuka,593,France,Male,36,2,174673.65,2,1,0,80608.12,0
P'eng,510,France,Female,52,6,124067.32,1,1,1,131312.56,1
Monnier,774,France,Male,76,4,104498.79,1,1,1,143133.18,0
Mazzi,785,Germany,Female,33,6,123575.51,1,0,0,191961.83,0
Cunningham,705,France,Female,48,0,77910.23,2,0,0,149772.61,0
Bulgakov,667,France,Male,34,5,128213.96,2,1,1,102908.63,0
Su,678,France,Male,66,8,40685.92,2,1,1,47117.03,0
Berry,546,Spain,Female,36,7,144386.32,1,0,0,134778.01,0
Simmons,592,France,Male,36,1,128243.03,1,0,0,179718.17,0
Trentini,534,France,Female,23,5,142669.93,1,0,1,160176.47,0
Daluchi,489,France,Female,38,5,128518.98,1,0,0,85231.88,0
Curnow,801,France,Male,38,5,111681.98,2,1,0,66256.27,0
Calabresi,717,Germany,Female,28,9,105249.76,2,0,0,40437.67,0
Green,597,Germany,Female,60,0,85818.18,1,0,1,48502.88,0
Lockett,794,Spain,Female,28,5,115301.31,2,0,1,86699.98,0
Baker,620,France,Female,70,3,97840.72,2,1,0,33350.26,1
Drury,586,Spain,Female,33,10,99836.47,2,1,1,140759.03,0
Obioma,711,Germany,Female,45,1,79415.67,2,1,0,50610.62,0
Waters,748,France,Male,44,4,127559.97,1,0,1,2048.55,0
Taubman,704,Germany,Female,24,7,141325.56,1,1,0,162503.48,1
Calabrese,618,Germany,Male,44,5,114141.64,2,0,0,139297.71,0
Milani,748,France,Male,38,4,118114.28,1,0,1,70956.75,0
McKay,551,France,Male,37,3,140916.81,2,1,1,50578.4,0
Scott,460,Germany,Female,35,8,81733.74,2,1,1,189339.6,0
O'Kane,705,Germany,Female,31,9,179380.74,2,1,0,163484.8,0
Ozuluonye,656,France,Male,35,6,114370.41,2,1,0,1485.27,0
Fleming,609,Spain,Male,37,5,125510.82,1,1,1,26793.82,0
Lilly,567,France,Male,36,7,124125.26,2,0,1,3896.08,0
Morehead,503,France,Male,38,1,16893.59,2,1,1,95153.24,0
Kung,663,Germany,Female,29,4,105969.42,2,0,0,21170.81,0
Parkhill,825,Germany,Female,35,6,121365.39,1,1,0,26342.33,1
Wu,760,France,Male,39,6,92566.53,1,1,0,67131.3,1
Padovano,768,France,Female,36,3,116509.99,1,0,1,125870.5,0
Gordon,656,Spain,Male,69,6,172196.23,1,1,1,36108.5,0
Holmes,757,Germany,Male,31,8,160980.03,2,1,1,197077.36,0
Beyer,712,Germany,Female,40,3,77967.5,2,1,0,120158.72,1
Yao,525,Germany,Female,30,0,121161.57,2,1,1,100687.67,0
Anderson,512,France,Female,31,7,132308.22,2,0,0,49326.07,0
Mazzanti,699,Spain,Male,40,2,111379.55,1,1,0,78387.32,0
Tao,569,France,Male,41,4,188976.89,1,1,0,163150.03,1
Yin,550,Germany,Male,38,2,128396.33,1,0,1,90878.13,0
Nebechi,571,France,Male,44,9,165413.43,2,0,0,38433.35,0
Fleming,697,Germany,Male,31,3,122084.63,2,0,1,123825.83,0
Ting,528,France,Female,27,7,103421.32,2,0,1,139481.53,0
Godfrey,675,Spain,Male,36,3,101861.36,2,0,1,54478.52,0
Chao,654,France,Male,38,8,119919.12,2,1,0,88659.44,0
Liu,850,France,Male,28,8,151391.68,1,1,0,196582.55,0
Takasuka,558,France,Female,45,1,168085.38,2,0,0,89891.4,1
Kline,850,France,Male,38,7,108935.39,1,0,0,126555.74,0
Burbidge,498,Germany,Male,42,3,78653.05,1,1,1,53445.17,1
Nwebube,553,France,Male,37,2,126725.25,2,1,0,33877.29,0
Burns,505,Germany,Male,29,3,93249.4,2,1,1,58019.95,0
Nwankwo,662,Spain,Male,20,9,110666.42,2,0,0,73107.53,0
Chu,645,Spain,Male,44,8,115587.49,2,1,0,149756.71,1
Howard,558,France,Male,38,8,162657.64,1,1,1,152872.39,0
H?,588,France,Male,44,8,146193.6,1,1,0,49324.03,1
Wells,659,Spain,Male,78,2,94049.92,1,0,1,49978.67,0
Bailey,634,Spain,Male,35,3,127786.28,2,1,1,19515.48,0
Sun,633,Spain,Male,58,6,150348.37,1,1,1,132034.13,0
Yeh,850,Spain,Female,36,2,103018.45,2,0,0,169415.54,0
Martin,584,Germany,Female,31,6,121166.89,1,1,0,99298.8,0
Lai,687,Germany,Male,38,4,127924.25,1,0,1,88396.6,0
Mai,762,Spain,Female,26,7,95252.72,2,1,1,169654.57,0
Vida,651,Germany,Male,26,5,117212.18,1,0,0,141763.26,0
Sabbatini,462,Germany,Female,24,9,156478.62,2,0,1,64421.02,0
Castiglione,646,France,Female,38,2,95039.12,2,0,0,178752.73,0
Schiavone,517,Spain,Male,39,3,86656.13,2,0,1,12465.51,0
Marsden,497,Spain,Male,37,8,183572.84,2,1,1,163641.53,0
Collier,676,Spain,Female,30,5,101278.25,2,0,0,179066.58,0
Ndubueze,598,France,Female,40,2,139246.22,1,1,0,137980.58,1
Thomson,468,France,Male,22,2,61274.7,2,1,0,28123.99,0
Moore,577,France,Male,42,9,115251.64,1,1,0,74077.91,0
Shen,570,Germany,Male,42,0,98986.28,2,1,0,127528.84,0
Monaldo,717,France,Male,35,4,131762.94,1,1,1,167573.06,0
Osborne,657,Spain,Male,42,5,122773.5,1,1,0,112979.6,1
Korovina,727,Spain,Female,52,1,137260.45,1,1,0,80259.67,1
Cartagena,489,France,Female,31,7,128718.78,1,0,1,6120.84,0
Sandover,571,Germany,Male,33,3,106723.28,1,1,0,26772.04,0
Keating,529,Spain,Male,38,7,116980.78,2,1,0,90256.06,1
Anayochukwu,509,Germany,Male,32,9,113923.81,1,1,1,21646.2,0
McConnell,786,Spain,Female,32,6,51690.89,1,1,0,15796.66,0
Mickey,675,France,Male,69,1,116084.32,2,1,0,157097.09,0
Russo,606,Spain,Female,53,1,159900.38,1,1,1,75860.01,0
Tan,733,Germany,Female,33,7,96926.12,1,0,1,190430.81,0
Cardell,710,Germany,Female,62,9,137222.77,1,1,0,48571.14,1
Madukwe,850,France,Male,56,7,92126.26,1,1,1,119175.45,0
Marian,721,Spain,Male,57,1,142767.39,1,1,1,195940.96,0
Nicholson,571,France,Female,47,7,115341.55,2,0,0,112366.98,0
Ikenna,612,Germany,Female,36,2,70263.83,2,0,0,77592.8,0
Wu,732,Spain,Male,33,8,56084.69,1,1,0,119882.7,0
Wei,657,Spain,Female,27,8,147262.11,2,0,0,6468.24,0
Mishin,667,Spain,Female,34,5,127299.34,2,1,0,163830.64,0
Lawrence,642,Spain,Female,33,9,138190.13,2,1,1,150475.14,0
Baryshnikov,661,Spain,Male,39,6,153861.1,1,0,0,38812.67,0
Maclean,550,France,Male,57,5,106881.5,1,1,1,133501.94,0
Hay,540,Germany,Male,37,3,109003.26,1,0,0,19374.08,0
Kenenna,850,France,Male,36,3,104015.54,2,1,0,195033.07,0
Ritchie,675,France,Male,39,7,186558.55,2,0,1,36267.21,0
Goliwe,543,Germany,Male,37,8,119380.37,2,1,1,118059.19,0
Chiang,685,Germany,Female,30,4,119499.42,2,0,1,194343.72,0
Toscani,476,Germany,Male,30,3,133087.76,1,1,0,68343.53,0
Ginikanwa,747,France,Male,43,1,119327.93,1,0,1,101495,1
James,633,France,Female,32,1,97086.4,1,0,1,36642.65,0
Fanucci,806,Germany,Male,30,8,132527.9,1,1,0,85028.36,1
Grigoryeva,728,Spain,Female,43,5,143829.2,1,1,1,120088.17,0
Jenkins,668,Germany,Female,39,0,111871.93,1,1,0,112946.67,1
Napolitani,678,Spain,Female,49,8,141859.12,2,0,1,98090.69,0
McCarthy,782,France,Male,36,1,118402.25,2,1,1,195681.43,0
Chesnokova,701,France,Male,43,2,109805.3,2,1,1,165303.79,0
Tokareva,664,Germany,Male,36,6,77992.97,2,1,0,122433.09,0
Arkwookerum,712,Germany,Male,27,8,99948.45,2,1,0,147261.58,0
Uchechukwu,544,France,Male,44,1,144773.29,2,0,0,69244.24,0
Hamilton,497,France,Male,32,8,119452.03,2,1,0,67364.42,0
Ma,720,Spain,Male,21,2,146997.64,1,1,1,180712.28,0
Anayolisa,710,Spain,Male,33,1,117561.49,2,1,0,168313.17,0
Chuang,628,Germany,Female,36,3,77701.64,1,1,0,63085.94,0
Kibble,494,France,Male,69,9,137714.25,1,1,1,24489.44,0
Chiang,777,Germany,Male,35,7,60880.68,1,1,1,76169.68,0
Reagan,734,Germany,Male,33,5,97009.15,1,1,0,61829.89,0
Fernie,770,France,Male,24,9,129895.19,1,1,0,167256.35,0
Alexander,659,France,Male,20,8,124993.29,2,0,0,112572.02,0
Hull,680,France,Male,49,10,84673.17,2,1,0,187008.45,0
Tipton,533,Spain,Male,38,1,119706.22,2,0,1,152956.33,0
Bruner,743,Germany,Female,35,1,121159.65,1,1,0,189307.7,0
Banks,557,France,Male,34,3,34013.63,1,1,0,132673.22,0
Olson,644,France,Male,37,6,147171.2,2,1,0,104217.96,1
Allan,585,France,Male,40,7,212696.32,2,0,0,146156.98,0
Ibrahimova,628,Spain,Female,33,3,77637.35,1,1,1,188193.25,0
Moore,599,Germany,Male,33,2,153663.27,2,1,0,85045.92,0
Dennis,712,Germany,Male,37,7,168066.87,2,1,0,60651.77,0
Yu,682,France,Male,37,5,134497.27,2,0,1,112554.68,0
Tsui,757,Germany,Male,33,1,141573.55,1,1,0,42581.09,0
Chiazagomekpere,708,Spain,Male,38,8,69478.57,1,1,0,12429.22,0
Dale,782,France,Male,32,9,133436.52,1,1,1,87566.97,0
McNeill,748,France,Male,32,5,140856.16,2,1,1,172638.13,0
Chung,758,Spain,Male,61,2,71829.34,2,1,1,43982.41,0
Jennings,788,Germany,Female,57,8,120105.43,1,1,1,180150.49,1
Johnstone,850,France,Male,31,8,99097.33,2,1,0,178667.7,0
Ershova,722,France,Male,40,6,123916.67,2,1,1,111893.09,0
Miller,622,Germany,Female,52,9,112372.96,1,1,1,162756.29,1
Onyekaozulu,592,Germany,Male,36,2,97588.6,2,1,0,107948.72,0
Mackenzie,502,France,Male,30,4,139290.41,2,1,1,66263.87,0
Su,602,Germany,Female,48,7,124197.22,2,0,0,127095.14,0
Onyeorulu,724,Germany,Male,33,5,173340.83,2,1,0,121085.72,0
Madukwe,603,Spain,Male,57,6,181821.96,2,1,1,87412.24,1
Marcelo,722,Germany,Female,32,5,121237.65,1,1,1,76998.69,0
Cartwright,783,Germany,Female,58,3,124857.69,1,1,1,96590.39,1
Birdseye,703,France,Female,42,7,129299.28,2,0,1,72500.68,0
Metcalfe,716,Spain,Male,42,8,129847.75,2,1,0,180800.42,0
Parsons,554,Germany,Female,36,3,142929.16,2,1,0,6089.13,0
Zhirov,642,Spain,Male,34,8,75051.49,1,1,0,72085.1,0
Slater,850,Germany,Male,38,7,105617.73,2,0,0,43801.27,0
Stiles,656,Spain,Male,47,1,117412.19,2,1,1,197961.93,0
Belbin,620,Spain,Male,31,2,175406.13,2,1,1,135171.6,0
K'ung,724,Spain,Male,45,5,98585.94,1,0,1,34121.81,0
Otutodilinna,565,Germany,Female,32,4,145578.28,2,0,1,118740.37,0
Tao,630,Germany,Male,29,6,108513.25,1,0,1,9324.31,1
Stradford,494,Spain,Male,67,5,125292.53,2,1,1,85890.16,0
Toscano,616,France,Male,40,9,128663.81,2,0,0,93717.55,0
Sanders,685,Spain,Male,38,4,137910.45,2,1,1,35884.91,0
Hawes,633,Spain,Male,27,3,154950.3813,2,1,0,44008.91,0
Ellis,727,Spain,Male,28,1,108415.9363,1,1,0,40357.39,0
Campbell,533,Germany,Male,51,6,133964.3987,2,0,0,79559.02,1
Lo Duca,644,Spain,Male,26,8,145002.1172,2,1,1,138775.69,0
Weller,705,Germany,Female,43,7,112245.9267,1,1,1,103108.33,0
Allen,646,France,Male,35,6,99090.13578,1,0,1,164255.69,0
Ch'eng,712,Spain,Female,44,2,122046.4711,2,0,0,45738.94,0
Postle,416,Germany,Female,41,10,136527.4882,2,1,0,98301.61,0
Ifeanacho,837,Germany,Male,37,6,116863.1282,2,1,0,140723.05,0
Stewart,615,France,Male,35,7,124554.608,2,1,0,150784.29,0
Ejimofor,637,France,Male,32,5,160262.5984,1,0,0,148769.08,0
Kent,430,Germany,Female,66,6,134491.3971,2,1,1,172852.06,1
Oliver,611,Spain,Male,46,6,152927.354,2,1,0,45886.33,0
Jobson,787,France,Male,46,7,125219.5864,2,1,1,93360.35,0
Ch'ang,639,France,Male,77,6,125742.8277,2,1,1,55829.25,0
Feng,618,Germany,Female,40,1,126919.3559,2,1,1,54495.82,0
Onuora,711,France,Female,38,2,47632.07328,2,1,1,14374.86,1
Reynolds,709,Germany,Male,30,9,147154.5671,2,1,1,134732.99,0
Macartney,683,France,Male,30,4,98739.83273,1,0,0,183171.47,0
Hu,698,Germany,Male,56,1,129273.6539,2,0,0,93982.02,1
McKay,659,Germany,Female,30,8,97398.33226,1,1,0,40441.1,0
Lori,590,France,Male,24,7,98285.93728,1,1,0,58781.11,0
Ewers,815,France,Male,35,4,115930.6381,2,0,1,198490.33,0
Fullwood,727,France,Female,31,2,119710.0026,2,0,1,160383.47,0
Nebechukwu,516,Spain,Female,45,8,532.5229774,1,0,1,115818.16,0
Udegbunam,593,France,Male,45,4,146477.7626,1,0,0,10828.78,0
P'eng,706,Spain,Male,68,4,113399.5319,1,1,1,28601.68,0
Genovese,553,France,Male,32,7,126854.4587,1,0,1,109159.58,0
Fiorentino,706,Germany,Female,46,7,61976.74798,1,1,1,149170.25,1
Cartwright,683,Germany,Male,35,5,119255.3528,1,0,1,26796.73,0
McMillan,582,Germany,Female,50,6,123638.9648,2,1,1,20344.02,0
Lin,648,Spain,Female,54,7,86106.0333,1,1,0,172586.89,1
Crawford,733,Germany,Male,40,5,126980.7945,2,1,1,50783.1,0
Arnott,523,Germany,Male,35,8,135855.5302,1,1,1,186118.93,0
Abron,708,France,Male,41,0,114836.5829,1,1,0,128400.62,0
Trentini,612,Germany,Male,42,5,133421.2474,1,1,1,43018.98,0
Ponomaryov,648,Germany,Female,43,1,118733.1484,1,0,0,186438.86,1
Chiemezie,578,Spain,Male,36,1,95869.91404,2,1,0,141533.19,0
Hs?eh,563,Spain,Female,42,6,93987.12563,2,1,0,154347.95,1
Kulikova,774,Spain,Male,46,9,167864.5688,2,1,1,34774.26,0
Rossi,714,France,Male,28,6,141528.1141,1,1,1,67057.27,0
Chukwualuka,539,Spain,Male,39,2,99524.1024,2,1,1,48189.94,0
Burke,631,Germany,Male,37,8,124391.1973,2,0,0,152422.91,1
Boni,556,France,Female,51,8,100983.7656,1,1,0,198810.65,1
Smith,743,France,Female,73,6,69935.88113,2,0,1,107867.38,0
McIntosh,659,Germany,Male,67,6,114603.0538,1,1,1,45071.09,1
Lucas,517,Spain,Male,46,4,110480.1013,1,1,0,22372.78,0
Unwin,637,France,Male,27,1,121051.6558,2,1,0,91291.2,0
Barling,683,Germany,Female,49,7,82196.7439,2,0,0,140763.18,0
Holder,831,France,Male,30,2,58942.35389,2,0,1,3430.38,0
Pagnotto,450,Spain,Male,25,9,133511.8833,2,0,1,195463.35,0
Onyekachi,577,Spain,Male,43,3,97839.78751,2,1,1,135008.92,0
Stokes,747,France,Male,49,6,124678.0465,1,1,1,17298.72,1
Bray,549,Germany,Female,45,3,100105.9128,2,1,1,96404.38,0
Macvitie,648,Spain,Male,32,8,112619.8181,1,1,0,133653.38,0
Calabresi,670,Spain,Male,35,2,131618.6788,2,0,1,84321.03,0
McFarland,500,France,Male,56,1,146715.98,1,1,0,118490.8,1
Yen,599,Germany,Male,38,9,104512.0376,1,0,0,157239.6,0
Manfrin,663,Spain,Male,33,9,109341.438,2,0,0,91514.62,0
H?,784,Spain,Male,48,7,124887.2676,2,1,1,182609.97,0
Ku,690,France,Female,36,6,96656.38542,1,0,0,81292.33,0
Allan,552,Germany,Male,50,4,144349.8025,1,1,0,117505.07,1
Marsden,586,France,Male,32,1,70511.10515,2,0,0,31635.99,0
Romani,735,Germany,Male,46,2,106951.9803,1,1,0,114371.33,1
Piccio,608,Spain,Male,48,7,130642.4099,1,1,0,125762.95,0
Ch'ien,587,France,Male,39,10,130353.5727,2,1,1,170409.45,0
T'ao,570,France,Male,39,10,201767.9674,2,1,0,80552.36,0
Webster,605,Germany,Male,19,8,87302.49571,1,1,1,107994.99,0
Thomas,640,France,Male,43,7,152238.7849,1,0,0,69584.3,1
Simpson,642,France,Male,25,7,92527.88214,2,1,0,102083.78,0
Dettmann,679,Germany,Male,35,1,162966.2047,1,1,1,178291.09,0
Okwudiliolisa,585,Germany,Male,37,6,153871.4499,1,1,1,99907.29,0
Wan,685,Spain,Male,39,9,124386.6843,2,1,1,18826.06,0
Tung,605,France,Male,52,1,121408.0412,1,1,0,108887.44,0
Paterson,737,Germany,Female,40,2,116121.5888,2,1,0,149381.32,0
Vasin,579,Spain,Female,35,1,109102.553,2,0,1,8590.83,1
Wei,486,Germany,Female,40,9,120444.3987,1,1,0,76192.21,0
Manning,684,France,Male,46,0,134252.6524,2,1,1,36376.97,0
Madukaife,632,France,Female,34,2,87564.30089,2,0,0,165385.55,0
Trout,626,Germany,Male,49,9,136823.5089,2,1,0,187192.23,0
Mai,551,France,Male,31,1,67528.22364,2,1,1,185105.44,0
Martin,622,Spain,Male,36,9,126624.8518,2,1,1,104852.6,0
King,609,Spain,Female,45,4,125102.6721,1,1,1,199256.98,0
Piazza,625,Germany,Male,42,6,127475.5141,1,1,0,93429.95,0
Liao,640,France,Male,45,1,148641.9485,1,1,1,10908.33,0
